UF,COD_UF,COD_MUNIC,NOME_DO_MUNICIPIO,Populacao_2022
PB,25,08703,Mãe d'Água, 3 583
PB,25,08802,Malta, 6 046
PB,25,08901,Mamanguape, 44 599
PB,25,09008,Manaíra, 10 434
PB,25,09057,Marcação, 8 999
PB,25,09107,Mari, 21 512
PB,25,09156,Marizópolis, 6 705
PB,25,09206,Massaranduba, 14 139
PB,25,09305,Mataraca, 8 244
PB,25,09339,Matinhas, 4 571
PB,25,09370,Mato Grosso, 2 543
PB,25,09396,Maturéia, 6 433
PB,25,09404,Mogeiro, 13 899
PB,25,09503,Montadas, 5 812
PB,25,09602,Monte Horebe, 4 338
PB,25,09701,Monteiro, 32 277
PB,25,09800,Mulungu, 8 791
PB,25,09909,Natuba, 8 945
PB,25,10006,Nazarezinho, 7 203
PB,25,10105,Nova Floresta, 9 724
PB,25,10204,Nova Olinda, 5 787
PB,25,10303,Nova Palmeira, 4 259
PB,25,10402,Olho d'Água, 6 060
PB,25,10501,Olivedos, 3 580
PB,25,10600,Ouro Velho, 2 918
PB,25,10659,Parari, 1 720
PB,25,10709,Passagem, 2 463
PB,25,10808,Patos, 103 165
PB,25,10907,Paulista, 11 834
PB,25,11004,Pedra Branca, 3 739
PB,25,11103,Pedra Lavrada, 6 859
PB,25,11202,Pedras de Fogo, 29 662
PB,25,11301,Piancó, 16 441
PB,25,11400,Picuí, 18 333
PB,25,11509,Pilar, 12 311
PB,25,11608,Pilões, 6 815
PB,25,11707,Pilõezinhos, 5 329
PB,25,11806,Pirpirituba, 9 340
PB,25,11905,Pitimbu, 16 751
PB,25,12002,Pocinhos, 17 469
PB,25,12036,Poço Dantas, 3 830
PB,25,12077,Poço de José de Moura, 4 006
PB,25,12101,Pombal, 32 473
PB,25,12200,Prata, 3 915
PB,25,12309,Princesa Isabel, 21 114
PB,25,12408,Puxinanã, 14 277
PB,25,12507,Queimadas, 47 658
PB,25,12606,Quixaba, 1 743
PB,25,12705,Remígio, 17 885
PB,25,12721,Pedro Régis, 5 766
PB,25,12747,Riachão, 2 927
PB,25,12754,Riachão do Bacamarte, 4 690
PB,25,12762,Riachão do Poço, 4 738
PB,25,12788,Riacho de Santo Antônio, 1 955
PB,25,12804,Riacho dos Cavalos, 8 493
PB,25,12903,Rio Tinto, 24 581
PB,25,13000,Salgadinho, 3 355
PB,25,13109,Salgado de São Félix, 11 505
PB,25,13158,Santa Cecília, 7 670
PB,25,13208,Santa Cruz, 5 947
PB,25,13307,Santa Helena, 5 865
PB,25,13356,Santa Inês, 3 227
PB,25,13406,Santa Luzia, 14 959
PB,25,13505,Santana de Mangueira, 5 010
PB,25,13604,Santana dos Garrotes, 6 569
PB,25,13653,Joca Claudino, 2 539
PB,25,13703,Santa Rita, 149 910
PB,25,13802,Santa Teresinha, 4 402
PB,25,13851,Santo André, 2 622
PB,25,13901,São Bento, 32 235
PB,25,13927,São Bentinho, 4 327
PB,25,13943,São Domingos do Cariri, 2 585
PB,25,13968,São Domingos, 2 595
PB,25,13984,São Francisco, 3 137
PB,25,14008,São João do Cariri, 4 226
PB,25,14107,São João do Tigre, 4 263
PB,25,14206,São José da Lagoa Tapada, 7 126
PB,25,14305,São José de Caiana, 5 034
PB,25,14404,São José de Espinharas, 4 083
PB,25,14453,São José dos Ramos, 5 891
PB,25,14503,São José de Piranhas, 19 067
PB,25,14552,São José de Princesa, 3 416
PB,25,14602,São José do Bonfim, 3 242
PB,25,14651,São José do Brejo do Cruz, 1 699
PB,25,14701,São José do Sabugi, 4 138
PB,25,14800,São José dos Cordeiros, 3 411
PB,25,14909,São Mamede, 7 470
PB,25,15005,São Miguel de Taipu, 7 066
PB,25,15104,São Sebastião de Lagoa de Roça, 11 040
PB,25,15203,São Sebastião do Umbuzeiro, 3 279
PB,25,15302,Sapé, 51 306
PB,25,15401,São Vicente do Seridó, 10 291
PB,25,15500,Serra Branca, 13 614
PB,25,15609,Serra da Raiz, 3 094
PB,25,15708,Serra Grande, 2 942
PB,25,15807,Serra Redonda, 6 828
PB,25,15906,Serraria, 4 885
PB,25,15930,Sertãozinho, 5 054
PB,25,15971,Sobrado, 8 236
PB,25,16003,Solânea, 26 774
PB,25,16102,Soledade, 13 968
PB,25,16151,Sossêgo, 3 345
PB,25,16201,Sousa, 67 259
PB,25,16300,Sumé, 17 166
PB,25,16409,Tacima, 8 010
PB,25,16508,Taperoá, 14 068
PB,25,16607,Tavares, 14 101
PB,25,16706,Teixeira, 14 631
PB,25,16755,Tenório, 2 966
PB,25,16805,Triunfo, 9 892
PB,25,16904,Uiraúna, 14 930
PB,25,17001,Umbuzeiro, 9 124
PB,25,17100,Várzea, 2 668
PB,25,17209,Vieirópolis, 4 864
PB,25,17407,Zabelê, 2 228
PE,26,00054,Abreu e Lima, 98 462
PE,26,00104,Afogados da Ingazeira, 40 241
PE,26,00203,Afrânio, 18 674
PE,26,00302,Agrestina, 23 779
PE,26,00401,Água Preta, 26 461
PE,26,00500,Águas Belas, 41 548
PE,26,00609,Alagoinha, 13 542
PE,26,00708,Aliança, 35 741
PE,26,00807,Altinho, 20 674
PE,26,00906,Amaraji, 18 205
PE,26,01003,Angelim, 10 241
PE,26,01052,Araçoiaba, 19 243
PE,26,01102,Araripina, 85 088
PE,26,01201,Arcoverde, 77 742
PE,26,01300,Barra de Guabiraba, 12 263
PE,26,01409,Barreiros, 40 121
PE,26,01508,Belém de Maria, 10 378
PE,26,01607,Belém do São Francisco, 18 301
PE,26,01706,Belo Jardim, 79 507
PE,26,01805,Betânia, 11 232
PE,26,01904,Bezerros, 61 694
PE,26,02001,Bodocó, 34 478
PE,26,02100,Bom Conselho, 44 294
PE,26,02209,Bom Jardim, 37 629
PE,26,02308,Bonito, 37 474
PE,26,02407,Brejão, 9 079
PE,26,02506,Brejinho, 7 720
PE,26,02605,Brejo da Madre de Deus, 48 648
PE,26,02704,Buenos Aires, 12 808
PE,26,02803,Buíque, 52 097
PE,26,02902,Cabo de Santo Agostinho, 203 440
PE,26,03009,Cabrobó, 30 294
PE,26,03108,Cachoeirinha, 19 899
PE,26,03207,Caetés, 28 827
PE,26,03306,Calçado, 11 093
PE,26,03405,Calumbi, 5 228
PE,26,03454,Camaragibe, 147 771
PE,26,03504,Camocim de São Félix, 17 419
PE,26,03603,Camutanga, 7 750
PE,26,03702,Canhotinho, 24 329
PE,26,03801,Capoeiras, 18 338
PE,26,03900,Carnaíba, 18 644
PE,26,03926,Carnaubeira da Penha, 12 239
PE,26,04007,Carpina, 79 293
PE,26,04106,Caruaru, 378 048
PE,26,04155,Casinhas, 12 967
PE,26,04205,Catende, 32 156
PE,26,04304,Cedro, 10 518
PE,26,04403,Chã de Alegria, 12 984
PE,26,04502,Chã Grande, 20 546
PE,26,04601,Condado, 24 587
PE,26,04700,Correntes, 17 131
PE,26,04809,Cortês, 10 198
PE,26,04908,Cumaru, 15 920
PE,26,05004,Cupira, 23 518
PE,26,05103,Custódia, 37 699
PE,26,05152,Dormentes, 17 188
PE,26,05202,Escada, 59 891
PE,26,05301,Exu, 31 843
PE,26,05400,Feira Nova, 21 427
PE,26,05459,Fernando de Noronha, 3 167
PE,26,05509,Ferreiros, 15 026
PE,26,05608,Flores, 20 347
PE,26,05707,Floresta, 30 137
PE,26,05806,Frei Miguelinho, 13 636
PE,26,05905,Gameleira, 18 214
PE,26,06002,Garanhuns, 142 506
PE,26,06101,Glória do Goitá, 29 347
PE,26,06200,Goiana, 81 055
PE,26,06309,Granito, 6 967
PE,26,06408,Gravatá, 86 516
PE,26,06507,Iati, 17 165
PE,26,06606,Ibimirim, 26 593
PE,26,06705,Ibirajuba, 7 140
PE,26,06804,Igarassu, 115 196
PE,26,06903,Iguaracy, 11 081
PE,26,07000,Inajá, 25 603
PE,26,07109,Ingazeira, 4 765
PE,26,07208,Ipojuca, 98 932
PE,26,07307,Ipubi, 29 009
PE,26,07406,Itacuruba, 4 284
PE,26,07505,Itaíba, 32 650
PE,26,07604,Ilha de Itamaracá, 24 540
PE,26,07653,Itambé, 34 935
PE,26,07703,Itapetim, 13 791
PE,26,07752,Itapissuma, 27 749
PE,26,07802,Itaquitinga, 16 554
PE,26,07901,Jaboatão dos Guararapes, 644 037
PE,26,07950,Jaqueira, 10 247
PE,26,08008,Jataúba, 15 843
PE,26,08057,Jatobá, 14 020
PE,26,08107,João Alfredo, 27 725
PE,26,08206,Joaquim Nabuco, 13 269
PE,26,08255,Jucati, 11 517
PE,26,08305,Jupi, 15 329
PE,26,08404,Jurema, 13 648
PE,26,08453,Lagoa do Carro, 17 981
PE,26,08503,Lagoa de Itaenga, 19 003
PE,26,08602,Lagoa do Ouro, 11 933
PE,26,08701,Lagoa dos Gatos, 14 076
PE,26,08750,Lagoa Grande, 24 088
PE,26,08800,Lajedo, 39 582
PE,26,08909,Limoeiro, 56 510
PE,26,09006,Macaparana, 23 879
PE,26,09105,Machados, 11 333
PE,26,09154,Manari, 23 763
PE,26,09204,Maraial, 9 359
PE,26,09303,Mirandiba, 14 166
PE,26,09402,Moreno, 55 292
PE,26,09501,Nazaré da Mata, 30 648
PE,26,09600,Olinda, 349 976
PE,26,09709,Orobó, 21 808
PE,26,09808,Orocó, 13 613
PE,26,09907,Ouricuri, 65 245
PE,26,10004,Palmares, 54 584
PE,26,10103,Palmeirina, 7 031
PE,26,10202,Panelas, 22 991
PE,26,10301,Paranatama, 12 199
PE,26,10400,Parnamirim, 18 612
PE,26,10509,Passira, 28 340
PE,26,10608,Paudalho, 56 665
PE,26,10707,Paulista, 342 167
PE,26,10806,Pedra, 22 795
PE,26,10905,Pesqueira, 62 722
PE,26,11002,Petrolândia, 34 161
PE,26,11101,Petrolina, 386 791
PE,26,11200,Poção, 10 500
PE,26,11309,Pombos, 27 552
PE,26,11408,Primavera, 13 838
PE,26,11507,Quipapá, 17 928
PE,26,11533,Quixaba, 6 554
PE,26,11606,Recife,1 488 920
PE,26,11705,Riacho das Almas, 20 639
PE,26,11804,Ribeirão, 33 507
PE,26,11903,Rio Formoso, 20 009
PE,26,12000,Sairé, 10 887
PE,26,12109,Salgadinho, 5 727
PE,26,12208,Salgueiro, 62 372
PE,26,12307,Saloá, 13 836
PE,26,12406,Sanharó, 18 624
PE,26,12455,Santa Cruz, 13 841
PE,26,12471,Santa Cruz da Baixa Verde, 11 567
PE,26,12505,Santa Cruz do Capibaribe, 98 254
PE,26,12554,Santa Filomena, 12 106
PE,26,12604,Santa Maria da Boa Vista, 40 578
PE,26,12703,Santa Maria do Cambucá, 14 013
PE,26,12802,Santa Terezinha, 10 244
PE,26,12901,São Benedito do Sul, 13 113
PE,26,13008,São Bento do Una, 49 449
PE,26,13107,São Caitano, 37 126
PE,26,13206,São João, 23 837
PE,26,13305,São Joaquim do Monte, 20 037
PE,26,13404,São José da Coroa Grande, 18 825
PE,26,13503,São José do Belmonte, 34 843
PE,26,13602,São José do Egito, 31 004
PE,26,13701,São Lourenço da Mata, 111 249
PE,26,13800,São Vicente Férrer, 16 677
PE,26,13909,Serra Talhada, 92 228
PE,26,14006,Serrita, 18 207
PE,26,14105,Sertânia, 32 811
PE,26,14204,Sirinhaém, 37 596
PE,26,14303,Moreilândia, 10 540
PE,26,14402,Solidão, 5 210
PE,26,14501,Surubim, 64 120
PE,26,14600,Tabira, 27 681
PE,26,14709,Tacaimbó, 13 738
PE,26,14808,Tacaratu, 23 902
PE,26,14857,Tamandaré, 23 561
PE,26,15003,Taquaritinga do Norte, 24 736
PE,26,15102,Terezinha, 6 513
PE,26,15201,Terra Nova, 8 920
PE,26,15300,Timbaúba, 46 147
PE,26,15409,Toritama, 41 137
PE,26,15508,Tracunhaém, 13 867
PE,26,15607,Trindade, 30 321
PE,26,15706,Triunfo, 14 705
PE,26,15805,Tupanatinga, 26 937
PE,26,15904,Tuparetama, 8 005
PE,26,16001,Venturosa, 17 251
PE,26,16100,Verdejante, 9 169
PE,26,16183,Vertente do Lério, 7 558
PE,26,16209,Vertentes, 21 959
PE,26,16308,Vicência, 26 359
PE,26,16407,Vitória de Santo Antão, 134 084
PE,26,16506,Xexéu, 11 611
AL,27,00102,Água Branca, 19 008
AL,27,00201,Anadia, 13 966
AL,27,00300,Arapiraca, 234 696
AL,27,00409,Atalaia, 37 512
AL,27,00508,Barra de Santo Antônio, 16 365
AL,27,00607,Barra de São Miguel, 7 944
AL,27,00706,Batalha, 16 448
AL,27,00805,Belém, 4 722
AL,27,00904,Belo Monte, 5 936
AL,27,01001,Boca da Mata, 21 187
AL,27,01100,Branquinha, 9 603
AL,27,01209,Cacimbinhas, 10 482
AL,27,01308,Cajueiro, 16 024
AL,27,01357,Campestre, 6 665
AL,27,01407,Campo Alegre, 32 106
AL,27,01506,Campo Grande, 8 143
AL,27,01605,Canapi, 15 559
AL,27,01704,Capela, 15 032
AL,27,01803,Carneiros, 8 999
AL,27,01902,Chã Preta, 5 910
AL,27,02009,Coité do Nóia, 10 810
AL,27,02108,Colônia Leopoldina, 15 816
AL,27,02207,Coqueiro Seco, 5 581
AL,27,02306,Coruripe, 50 414
AL,27,02355,Craíbas, 25 397
AL,27,02405,Delmiro Gouveia, 51 318
AL,27,02504,Dois Riachos, 9 805
AL,27,02553,Estrela de Alagoas, 15 429
AL,27,02603,Feira Grande, 22 712
AL,27,02702,Feliz Deserto, 3 963
AL,27,02801,Flexeiras, 9 618
AL,27,02900,Girau do Ponciano, 36 102
AL,27,03007,Ibateguara, 13 731
AL,27,03106,Igaci, 23 995
AL,27,03205,Igreja Nova, 21 372
AL,27,03304,Inhapi, 15 167
AL,27,03403,Jacaré dos Homens, 5 083
AL,27,03502,Jacuípe, 5 352
AL,27,03601,Japaratinga, 9 219
AL,27,03700,Jaramataia, 4 985
AL,27,03759,Jequiá da Praia, 9 470
AL,27,03809,Joaquim Gomes, 17 150
AL,27,03908,Jundiá, 4 092
AL,27,04005,Junqueiro, 23 907
AL,27,04104,Lagoa da Canoa, 18 457
AL,27,04203,Limoeiro de Anadia, 24 740
AL,27,04302,Maceió, 957 916
AL,27,04401,Major Isidoro, 17 700
AL,27,04500,Maragogi, 32 174
AL,27,04609,Maravilha, 9 534
AL,27,04708,Marechal Deodoro, 60 370
AL,27,04807,Maribondo, 13 679
AL,27,04906,Mar Vermelho, 3 155
AL,27,05002,Mata Grande, 21 844
AL,27,05101,Matriz de Camaragibe, 23 857
AL,27,05200,Messias, 15 405
AL,27,05309,Minador do Negrão, 4 845
AL,27,05408,Monteirópolis, 7 184
AL,27,05507,Murici, 25 187
AL,27,05606,Novo Lino, 10 020
AL,27,05705,Olho d'Água das Flores, 20 695
AL,27,05804,Olho d'Água do Casado, 8 349
AL,27,05903,Olho d'Água Grande, 4 330
AL,27,06000,Olivença, 10 812
AL,27,06109,Ouro Branco, 11 446
AL,27,06208,Palestina, 4 325
AL,27,06307,Palmeira dos Índios, 71 574
AL,27,06406,Pão de Açúcar, 23 823
AL,27,06422,Pariconha, 10 573
AL,27,06448,Paripueira, 13 835
AL,27,06505,Passo de Camaragibe, 13 804
AL,27,06604,Paulo Jacinto, 6 576
AL,27,06703,Penedo, 58 650
AL,27,06802,Piaçabuçu, 15 908
AL,27,06901,Pilar, 35 370
AL,27,07008,Pindoba, 2 731
AL,27,07107,Piranhas, 22 609
AL,27,07206,Poço das Trincheiras, 12 518
AL,27,07305,Porto Calvo, 24 071
AL,27,07404,Porto de Pedras, 9 295
AL,27,07503,Porto Real do Colégio, 20 082
AL,27,07602,Quebrangulo, 11 080
AL,27,07701,Rio Largo, 93 927
AL,27,07800,Roteiro, 6 474
AL,27,07909,Santa Luzia do Norte, 6 919
AL,27,08006,Santana do Ipanema, 46 220
AL,27,08105,Santana do Mundaú, 11 323
AL,27,08204,São Brás, 6 555
AL,27,08303,São José da Laje, 20 813
AL,27,08402,São José da Tapera, 30 604
AL,27,08501,São Luís do Quitunde, 30 873
AL,27,08600,São Miguel dos Campos, 51 990
AL,27,08709,São Miguel dos Milagres, 8 482
AL,27,08808,São Sebastião, 31 786
AL,27,08907,Satuba, 24 278
AL,27,08956,Senador Rui Palmeira, 12 303
AL,27,09004,Tanque d'Arca, 5 796
AL,27,09103,Taquarana, 19 032
AL,27,09152,Teotônio Vilela, 38 053
AL,27,09202,Traipu, 23 565
AL,27,09301,União dos Palmares, 59 280
AL,27,09400,Viçosa, 24 092
SE,28,00100,Amparo do São Francisco, 2 170
SE,28,00209,Aquidabã, 20 131
SE,28,00308,Aracaju, 602 757
SE,28,00407,Arauá, 10 318
SE,28,00506,Areia Branca, 18 081
SE,28,00605,Barra dos Coqueiros, 41 511
SE,28,00670,Boquim, 24 636
SE,28,00704,Brejo Grande, 7 841
SE,28,01009,Campo do Brito, 18 149
SE,28,01108,Canhoba, 3 791
SE,28,01207,Canindé de São Francisco, 26 834
SE,28,01306,Capela, 31 645
SE,28,01405,Carira, 19 939
SE,28,01504,Carmópolis, 13 853
SE,28,01603,Cedro de São João, 5 391
SE,28,01702,Cristinápolis, 17 100
SE,28,01900,Cumbe, 3 824
SE,28,02007,Divina Pastora, 4 340
SE,28,02106,Estância, 65 078
SE,28,02205,Feira Nova, 5 975
SE,28,02304,Frei Paulo, 14 530
SE,28,02403,Gararu, 11 096
SE,28,02502,General Maynard, 3 037
SE,28,02601,Gracho Cardoso, 5 834
SE,28,02700,Ilha das Flores, 8 321
SE,28,02809,Indiaroba, 16 549
SE,28,02908,Itabaiana, 103 440
SE,28,03005,Itabaianinha, 40 678
SE,28,03104,Itabi, 4 745
SE,28,03203,Itaporanga d'Ajuda, 34 411
SE,28,03302,Japaratuba, 16 209
SE,28,03401,Japoatã, 13 407
SE,28,03500,Lagarto, 101 579
SE,28,03609,Laranjeiras, 23 975
SE,28,03708,Macambira, 6 838
SE,28,03807,Malhada dos Bois, 3 579
SE,28,03906,Malhador, 11 533
SE,28,04003,Maruim, 15 719
SE,28,04102,Moita Bonita, 11 050
SE,28,04201,Monte Alegre de Sergipe, 14 336
SE,28,04300,Muribeca, 7 822
SE,28,04409,Neópolis, 16 426
SE,28,04458,Nossa Senhora Aparecida, 9 232
SE,28,04508,Nossa Senhora da Glória, 41 212
SE,28,04607,Nossa Senhora das Dores, 24 996
SE,28,04706,Nossa Senhora de Lourdes, 6 268
SE,28,04805,Nossa Senhora do Socorro, 192 330
SE,28,04904,Pacatuba, 12 502
SE,28,05000,Pedra Mole, 2 778
SE,28,05109,Pedrinhas, 7 396
SE,28,05208,Pinhão, 5 677
SE,28,05307,Pirambu, 7 913
SE,28,05406,Poço Redondo, 33 439
SE,28,05505,Poço Verde, 21 794
SE,28,05604,Porto da Folha, 26 576
SE,28,05703,Propriá, 26 618
SE,28,05802,Riachão do Dantas, 18 313
SE,28,05901,Riachuelo, 8 748
SE,28,06008,Ribeirópolis, 17 033
SE,28,06107,Rosário do Catete, 9 295
SE,28,06206,Salgado, 20 279
SE,28,06305,Santa Luzia do Itanhy, 13 616
SE,28,06404,Santana do São Francisco, 7 346
SE,28,06503,Santa Rosa de Lima, 3 937
SE,28,06602,Santo Amaro das Brotas, 11 092
SE,28,06701,São Cristóvão, 95 612
SE,28,06800,São Domingos, 10 327
SE,28,06909,São Francisco, 3 243
SE,28,07006,São Miguel do Aleixo, 3 434
SE,28,07105,Simão Dias, 42 578
SE,28,07204,Siriri, 7 834
SE,28,07303,Telha, 3 274
SE,28,07402,Tobias Barreto, 50 905
SE,28,07501,Tomar do Geru, 12 012
SE,28,07600,Umbaúba, 23 917
BA,29,00108,Abaíra, 7 301
BA,29,00207,Abaré, 17 639
BA,29,00306,Acajutiba, 13 795
BA,29,00355,Adustina, 14 201
BA,29,00405,Água Fria, 14 497
BA,29,00504,Érico Cardoso, 10 604
BA,29,00603,Aiquara, 4 447
BA,29,00702,Alagoinhas, 151 055
BA,29,00801,Alcobaça, 24 530
BA,29,00900,Almadina, 5 218
BA,29,01007,Amargosa, 36 521
BA,29,01106,Amélia Rodrigues, 24 138
BA,29,01155,América Dourada, 15 137
BA,29,01205,Anagé, 25 438
BA,29,01304,Andaraí, 13 080
BA,29,01353,Andorinha, 15 012
BA,29,01403,Angical, 13 732
BA,29,01502,Anguera, 11 031
BA,29,01601,Antas, 14 206
BA,29,01700,Antônio Cardoso, 11 146
BA,29,01809,Antônio Gonçalves, 10 862
BA,29,01908,Aporá, 15 922
BA,29,01957,Apuarema, 6 913
BA,29,02005,Aracatu, 13 936
BA,29,02054,Araçás, 11 557
BA,29,02104,Araci, 48 294
BA,29,02203,Aramari, 9 833
BA,29,02252,Arataca, 10 191
BA,29,02302,Aratuípe, 8 677
BA,29,02401,Aurelino Leal, 11 179
BA,29,02500,Baianópolis, 13 614
BA,29,02609,Baixa Grande, 18 220
BA,29,02658,Banzaê, 11 958
BA,29,02708,Barra, 51 092
BA,29,02807,Barra da Estiva, 26 026
BA,29,02906,Barra do Choça, 36 539
BA,29,03003,Barra do Mendes, 13 836
BA,29,03102,Barra do Rocha, 5 775
BA,29,03201,Barreiras, 159 734
BA,29,03235,Barro Alto, 13 453
BA,29,03276,Barrocas, 15 203
BA,29,03300,Barro Preto, 5 833
BA,29,03409,Belmonte, 20 121
BA,29,03508,Belo Campo, 18 412
BA,29,03607,Biritinga, 15 146
BA,29,03706,Boa Nova, 13 690
BA,29,03805,Boa Vista do Tupim, 16 873
BA,29,03904,Bom Jesus da Lapa, 65 550
BA,29,03953,Bom Jesus da Serra, 9 730
BA,29,04001,Boninal, 13 622
BA,29,04050,Bonito, 15 844
BA,29,04100,Boquira, 19 322
BA,29,04209,Botuporã, 11 024
BA,29,04308,Brejões, 12 943
BA,29,04407,Brejolândia, 9 108
BA,29,04506,Brotas de Macaúbas, 11 765
BA,29,04605,Brumado, 70 510
BA,29,04704,Buerarema, 14 804
BA,29,04753,Buritirama, 19 589
BA,29,04803,Caatiba, 6 205
BA,29,04852,Cabaceiras do Paraguaçu, 16 559
BA,29,04902,Cachoeira, 29 250
BA,29,05008,Caculé, 22 462
BA,29,05107,Caém, 10 384
BA,29,05156,Caetanos, 11 266
BA,29,05206,Caetité, 52 012
BA,29,05305,Cafarnaum, 17 466
BA,29,05404,Cairu, 17 761
BA,29,05503,Caldeirão Grande, 13 080
BA,29,05602,Camacan, 22 579
BA,29,05701,Camaçari, 300 372
BA,29,05800,Camamu, 30 469
BA,29,05909,Campo Alegre de Lourdes, 30 671
BA,29,06006,Campo Formoso, 71 377
BA,29,06105,Canápolis, 10 225
BA,29,06204,Canarana, 24 206
BA,29,06303,Canavieiras, 32 683
BA,29,06402,Candeal, 7 772
BA,29,06501,Candeias, 72 382
BA,29,06600,Candiba, 13 016
BA,29,06709,Cândido Sales, 25 247
BA,29,06808,Cansanção, 37 439
BA,29,06824,Canudos, 16 105
BA,29,06857,Capela do Alto Alegre, 10 744
BA,29,06873,Capim Grosso, 33 235
BA,29,06899,Caraíbas, 9 940
BA,29,06907,Caravelas, 20 580
BA,29,07004,Cardeal da Silva, 8 365
BA,29,07103,Carinhanha, 28 869
BA,29,07202,Casa Nova, 72 086
BA,29,07301,Castro Alves, 24 712
BA,29,07400,Catolândia, 3 434
BA,29,07509,Catu, 48 148
BA,29,07558,Caturama, 8 841
BA,29,07608,Central, 16 348
BA,29,07707,Chorrochó, 10 579
BA,29,07806,Cícero Dantas, 30 907
BA,29,07905,Cipó, 17 230
BA,29,08002,Coaraci, 17 333
BA,29,08101,Cocos, 19 151
BA,29,08200,Conceição da Feira, 20 800
BA,29,08309,Conceição do Almeida, 15 794
BA,29,08408,Conceição do Coité, 67 825
BA,29,08507,Conceição do Jacuípe, 35 308
BA,29,08606,Conde, 23 654
BA,29,08705,Condeúba, 17 053
BA,29,08804,Contendas do Sincorá, 4 333
BA,29,08903,Coração de Maria, 26 692
BA,29,09000,Cordeiros, 7 546
BA,29,09109,Coribe, 13 990
BA,29,09208,Coronel João Sá, 17 056
BA,29,09307,Correntina, 32 457
BA,29,09406,Cotegipe, 13 063
BA,29,09505,Cravolândia, 4 415
BA,29,09604,Crisópolis, 19 729
BA,29,09703,Cristópolis, 13 993
BA,29,09802,Cruz das Almas, 60 348
BA,29,09901,Curaçá, 34 180
BA,29,10008,Dário Meira, 10 820
BA,29,10057,Dias d'Ávila, 71 485
BA,29,10107,Dom Basílio, 11 884
BA,29,10206,Dom Macedo Costa, 4 407
BA,29,10305,Elísio Medrado, 7 808
BA,29,10404,Encruzilhada, 19 107
BA,29,10503,Entre Rios, 38 098
BA,29,10602,Esplanada, 32 554
BA,29,10701,Euclides da Cunha, 61 456
BA,29,10727,Eunápolis, 113 710
BA,29,10750,Fátima, 17 895
BA,29,10776,Feira da Mata, 5 631
BA,29,10800,Feira de Santana, 616 272
BA,29,10859,Filadélfia, 17 897
BA,29,10909,Firmino Alves, 4 873
BA,29,11006,Floresta Azul, 11 059
BA,29,11105,Formosa do Rio Preto, 25 899
BA,29,11204,Gandu, 32 178
BA,29,11253,Gavião, 4 360
BA,29,11303,Gentio do Ouro, 10 884
BA,29,11402,Glória, 15 524
BA,29,11501,Gongogi, 5 555
BA,29,11600,Governador Mangabeira, 20 605
BA,29,11659,Guajeru, 8 050
BA,29,11709,Guanambi, 87 817
BA,29,11808,Guaratinga, 19 049
BA,29,11857,Heliópolis, 12 309
BA,29,11907,Iaçu, 24 607
BA,29,12004,Ibiassucê, 10 429
BA,29,12103,Ibicaraí, 21 665
BA,29,12202,Ibicoara, 20 785
BA,29,12301,Ibicuí, 13 934
BA,29,12400,Ibipeba, 16 603
BA,29,12509,Ibipitanga, 13 863
BA,29,12608,Ibiquera, 3 725
BA,29,12707,Ibirapitanga, 25 344
BA,29,12806,Ibirapuã, 8 896
BA,29,12905,Ibirataia, 18 792
BA,29,13002,Ibitiara, 14 637
BA,29,13101,Ibititá, 16 969
BA,29,13200,Ibotirama, 26 309
BA,29,13309,Ichu, 6 190
BA,29,13408,Igaporã, 15 527
BA,29,13457,Igrapiúna, 13 151
BA,29,13507,Iguaí, 21 491
BA,29,13606,Ilhéus, 178 649
BA,29,13705,Inhambupe, 33 790
BA,29,13804,Ipecaetá, 13 709
BA,29,13903,Ipiaú, 40 706
BA,29,14000,Ipirá, 56 876
BA,29,14109,Ipupiara, 9 935
BA,29,14208,Irajuba, 6 101
BA,29,14307,Iramaia, 10 752
BA,29,14406,Iraquara, 23 879
BA,29,14505,Irará, 28 043
BA,29,14604,Irecê, 74 507
BA,29,14653,Itabela, 28 165
BA,29,14703,Itaberaba, 65 073
BA,29,14802,Itabuna, 186 708
BA,29,14901,Itacaré, 27 704
BA,29,15007,Itaeté, 13 472
BA,29,15106,Itagi, 13 803
BA,29,15205,Itagibá, 15 310
BA,29,15304,Itagimirim, 6 347
BA,29,15353,Itaguaçu da Bahia, 12 311
BA,29,15403,Itaju do Colônia, 6 037
BA,29,15502,Itajuípe, 18 781
BA,29,15601,Itamaraju, 59 605
BA,29,15700,Itamari, 7 051
BA,29,15809,Itambé, 24 394
BA,29,15908,Itanagra, 5 914
BA,29,16005,Itanhém, 17 813
BA,29,16104,Itaparica, 19 789
BA,29,16203,Itapé, 10 341
BA,29,16302,Itapebi, 9 174
BA,29,16401,Itapetinga, 65 897
BA,29,16500,Itapicuru, 31 679
BA,29,16609,Itapitanga, 10 279
BA,29,16708,Itaquara, 8 153
BA,29,16807,Itarantim, 17 052
BA,29,16856,Itatim, 15 737
BA,29,16906,Itiruçu, 10 999
BA,29,17003,Itiúba, 33 872
BA,29,17102,Itororó, 16 617
BA,29,17201,Ituaçu, 17 914
BA,29,17300,Ituberá, 21 902
BA,29,17334,Iuiu, 11 118
BA,29,17359,Jaborandi, 9 275
BA,29,17409,Jacaraci, 14 436
BA,29,17508,Jacobina, 82 590
BA,29,17607,Jaguaquara, 45 964
BA,29,17706,Jaguarari, 32 703
